bookid,authid
15889,96407
15890,6127
15891,50743
15892,96171
15893,45377
15894,71429
15895,73813
15896,78260
15897,89321
15898,84509
15899,2592
15900,12556
15901,16726
15902,23715
15903,5935
15904,52137
15905,15983
15906,67608
15907,13615
15908,64773
15909,24206
15910,7076
15911,45394
15912,37598
15913,90041
15914,45505
15915,12975
15916,5397
15917,84411
15918,24849
15919,40740
15920,39974
15921,42073
15922,13308
15923,93138
15924,72940
15925,87648
15926,61597
15927,60426
15928,76862
15929,21447
15930,94060
15931,17813
15932,27665
15933,52615
15934,80860
15935,50367
15936,45169
15937,15065
15938,30994
15939,59305
15940,9022
15941,34368
15942,22874
15943,71569
15944,7358
15945,45434
15946,19361
15947,87648
15948,58418
15949,53280
15950,51053
15951,81777
15952,74575
15953,58033
15954,5088
15955,27380
15956,25384
15957,67852
15958,15781
15959,16450
15960,27252
15961,55369
15962,43470
15963,13851
15964,97420
15965,57914
15966,85806
15967,56969
15968,3137
15969,94614
15970,3141
15971,70775
15972,76826
15973,46418
15974,44644
15975,13807
15976,47606
15977,3137
15978,39249
15979,59747
15980,13807
15981,75725
15982,36834
15983,52223
15984,19014
15985,89036
15986,13469
15987,5147
15988,82636
15989,92561
15990,49601
15991,72316
15992,54851
15993,56041
15994,52842
15995,12346
15996,52622
15997,88655
15998,78561
15999,62648
16000,21947
16001,21691
16002,51530
16003,92661
16004,86084
16005,89543
16006,36743
16007,80771
16008,46545
16009,15033
16010,59551
16011,53840
16012,65824
16013,24044
16014,1178
16015,91618
16016,53739
16017,18783
16018,97147
16019,599
16020,56256
16021,50061
16022,63062
16023,67966
16024,44666
16025,77872
16026,20899
16027,12309
16028,91890
16029,51493
16030,61416
16031,64888
16032,91195
16033,91195
16034,76028
16035,91730
16036,48395
16037,33012
16038,33364
16039,88244
16040,74418
16041,52099
16042,16037
16043,53205
16044,9408
16045,82971
16046,90051
16047,40234
16048,84163
16049,38063
16050,77265
16051,84939
16052,57318
16053,57803
16054,73046
16055,44456
16056,86687
16057,50569
16058,78355
16059,55545
16060,81674
16061,72792
16062,1297
16063,47810
16064,55378
16065,48924
16066,65711
16067,70233
16068,70233
16069,19200
16070,77928
16071,44677
16072,48320
16073,93779
16074,19084
16075,44845
16076,18181
16077,56725
16078,25651
16079,28480
16080,14901
16081,16389
16082,91195
16083,84324
16084,90041
16085,82140
16086,55199
16087,38137
16088,28926
16089,24654
16090,48471
16091,101846
16092,69001
16093,32421
16094,83283
16095,82310
16096,60666
16097,81436
16098,54454
16099,14072
16100,69387
16101,12564
16102,26344
16103,68847
16104,50527
16105,92141
16106,76721
16107,76721
16108,89439
16109,67035
16110,46510
16111,55445
16112,41568
16113,84096
16114,76390
16115,21108
16116,89439
16117,28545
16118,31819
16119,84563
16120,84563
16121,61349
16122,20834
16123,59950
16124,73991
16125,73125
16126,48603
16127,85806
16128,68085
16129,68085
16130,68085
16131,68085
16132,68085
16133,68085
16134,68085
16135,65834
16136,68085
16137,68085
16138,68085
16139,68085
16140,68085
16141,11325
16142,73991
16143,73991
16144,73991
16145,73991
16146,73991
16147,73991
16148,73991
16149,73991
16150,73991
16151,73991
16152,58252
16153,73991
16154,73991
16155,73991
16156,73991
16157,69873
16158,69873
16159,69873
16160,69873
16161,69873
16162,69873
16163,64691
16164,4576
16165,4576
16166,4576
16167,4576
16168,4920
16169,4920
16170,4920
16171,4920
16172,28200
16173,3214
16174,74583
16175,80731
16176,81737
16177,65521
16178,15723
16179,26626
16180,80304
16181,21861
16182,92797
16183,2662
16184,22753
16185,96839
16186,65663
16187,42157
16188,20451
16189,79691
16190,66820
16191,89265
16192,89265
16193,15788
16194,26662
16195,40465
16196,80513
16197,80513
16198,41660
16199,73347
16200,73347
16201,18916
16202,78987
16203,97900
16204,73347
16205,73428
16206,22774
16207,4920
16208,69873
16209,69873
16210,19361
16211,78373
16212,5752
16213,80707
16214,96570
16215,44180
16216,67626
16217,76864
16218,4566
16219,4566
16220,49708
16221,49708
16222,77639
16223,9706
16224,21740
16225,32407
16226,54118
16227,75150
16228,76953
16229,6782
16230,5540
16231,89852
16232,10689
16233,69165
16234,5350
16235,52643
16236,97087
16237,4566
16238,50086
16239,47039
16240,49439
16241,49439
16242,1733
16243,47029
16244,6303
16245,91195
16246,91195
16247,52117
16248,5713
16249,9911
16250,42237
16251,6565
16252,6565
16253,6566
16254,8092
16255,67777
16256,31802
16257,16448
16258,23523
16259,23523
16260,23524
16261,23524
16262,23524
16263,23524
16264,23524
16265,23524
16266,23524
16267,23524
16268,23524
16269,23524
16270,99366
16271,83089
16272,23524
16273,23524
16274,42237
16275,23524
16276,42237
16277,78399
16278,85023
16279,10774
16280,77692
16281,23524
16282,53018
16283,54112
16284,53018
16285,82895
16286,56056
16287,68796
16288,10830
16289,69746
16290,21591
16291,36629
16292,10015
16293,101103
16294,32073
16295,95930
16296,66375
16297,49439
16298,57508
16299,23524
16300,69746
16301,86865
16302,67865
16303,67865
16304,67865
16305,67865
16306,52186
16307,94536
16308,14021
16309,16757
16310,98359
16311,221
16312,86601
16313,73912
16314,98773
16315,76236
16316,2914
16317,100774
16318,10452
16319,88712
16320,28335
16321,84314
16322,75460
16323,74755
16324,74755
16325,15141
16326,15141
16327,47579
16328,68877
16329,29470
16330,57259
16331,2209
16332,19712
16333,21547
16334,97383
16335,85023
16336,43929
16337,84125
16338,47270
16339,100241
16340,31353
16341,54418
16342,40740
16343,46396
16344,89706
16345,101361
16346,99944
16347,99505
16348,55235
16349,33047
16350,87
16351,74829
16352,31353
16353,40740
16354,32356
16355,85023
16356,83760
16357,68085
16358,5155
16359,5155
16360,41116
16361,91195
16362,64690
16363,64691
16364,64691
16365,64689
16366,64691
16367,64691
16368,32134
16369,64691
16370,64691
16371,64692
16372,6303
16373,64691
16374,64691
16375,64691
16376,64691
16377,64690
16378,29310
16379,38887
16380,38887
16381,89402
16382,22837
16383,22837
16384,64691
16385,29165
16386,64691
16387,64691
16388,64691
16389,64691
16390,93387
16391,83210
16392,13632
16393,73991
16394,61560
16395,73991
16396,16977
16397,32134
16398,32134
16399,32134
16400,58189
16401,90264
16402,61560
16403,73991
16404,60990
16405,12197
16406,87675
16407,83317
16408,1467
16409,50591
16410,18282
16411,68085
16412,57872
16413,68085
16414,68085
16415,68085
16416,68085
16417,42637
16418,19241
16419,72389
16420,53922
16421,62209
16422,84258
16423,12903
16424,4469
16425,96570
16426,82130
16427,6567
16428,64488
16429,96739
16430,67174
16431,7156
16432,4558
16433,4559
16434,15801
16435,87084
16436,17976
16437,101837
16438,21609
16439,71595
16440,4558
16441,25747
16442,32476
16443,31646
16444,52260
16445,77899
16446,28473
16447,82700
16448,97984
16449,50700
16450,81804
16451,15387
16452,34259
16453,86404
16454,54267
16455,92825
16456,68178
16457,86256
16458,58278
16459,10015
16460,34696
16461,52838
16462,71951
16463,70854
16464,100062
16465,95277
16466,89341
16467,80390
16468,80390
16469,61696
16470,19132
16471,93877
16472,43201
16473,4370
16474,90229
16475,73096
16476,98235
16477,82836
16478,1031
16479,76381
16480,57259
16481,74839
16482,101020
16483,3858
16484,59877
16485,90578
16486,28767
16487,19920
16488,6578
16489,76967
16490,64691
16491,77699
16492,84852
16493,82900
16494,3525
16495,87315
16496,94473
16497,68877
16498,5155
16499,5155
16500,5155
16501,5163
16502,5155
16503,27397
16504,62157
16505,5163
16506,82032
16507,27397
16508,89079
16509,57259
16510,57259
16511,98570
16512,27357
16513,90215
16514,90215
16515,5155
16516,27026
16517,27026
16518,90215
16519,98569
16520,98570
16521,44861
16522,44052
16523,78592
16524,78592
16525,78592
16526,73215
16527,82839
16528,82839
16529,12700
16530,75154
16531,66396
16532,93605
16533,12700
16534,12700
16535,23564
16536,82217
16537,12964
16538,27400
16539,78528
16540,55778
16541,49182
16542,74771
16543,22648
16544,10394
16545,84049
16546,35181
16547,35181
16548,56692
16549,3856
16550,3858
16551,3858
16552,65615
16553,42368
16554,73871
16555,64691
16556,44110
16557,68085
16558,26501
16559,95143
16560,44110
16561,35062
16562,86241
16563,86241
16564,23680
16565,98570
16566,75096
16567,94005
16568,21144
16569,63815
16570,71974
16571,27546
16572,29283
16573,78692
16574,10089
16575,28204
16576,7777
16577,12651
16578,58530
16579,62560
16580,3885
16581,55553
16582,51291
16583,38588
16584,43176
16585,68955
16586,42996
16587,99157
16588,85788
16589,34516
16590,54172
16591,84748
16592,17741
16593,21144
16594,85626
16595,79101
16596,78692
16597,63815
16598,30560
16599,71838
16600,21983
16601,13874
16602,52092
16603,88856
16604,97057
16605,79739
16606,90027
16607,31890
16608,30194
16609,26250
16610,20937
16611,69171
16612,30179
16613,51557
16614,33803
16615,58033
16616,34486
16617,54731
16618,70987
16619,4785
16620,58033
16621,16977
16622,32880
16623,97420
16624,3885
16625,13672
16626,63763
16627,63763
16628,54046
16629,68228
16630,49342
16631,68877
16632,499
16633,51052
16634,51397
16635,29821
16636,69206
16637,68085
16638,96649
16639,69171
16640,3858
16641,20681
16642,81478
16643,26264
16644,88755
16645,77639
16646,58409
16647,39303
16648,57753
16649,56757
16650,84466
16651,41591
16652,74211
16653,28590
16654,22758
16655,13496
16656,4580
16657,24525
16658,37077
16659,18040
16660,100935
16661,84466
16662,30412
16663,46606
16664,73991
16665,54432
16666,47620
16667,91407
16668,27433
16669,1405
16670,73743
16671,18181
16672,58409
16673,52262
16674,40019
16675,12617
16676,9866
16677,97591
16678,67575
16679,97574
16680,78924
16681,82689
16682,13517
16683,44279
16684,15124
16685,75295
16686,86974
16687,86974
16688,9080
16689,63784
16690,86974
16691,92762
16692,90488
16693,90488
16694,87663
16695,97630
16696,97574
16697,97574
16698,97574
16699,97574
16700,92858
16701,4566
16702,85721
16703,36158
16704,58033
16705,72293
16706,62368
16707,8152
16708,43331
16709,76866
16710,60435
16711,51358
16712,51358
16713,84026
16714,62648
16715,71052
16716,63763
16717,60826
16718,101586
16719,92037
16720,45475
16721,64426
16722,66076
16723,43442
16724,93249
16725,41774
16726,4164
16727,10437
16728,65660
16729,59920
16730,42307
16731,65042
16732,83310
16733,44189
16734,44189
16735,20925
16736,14421
16737,6858
16738,9749
16739,70585
16740,75339
16741,11976
16742,64766
16743,55293
16744,14295
16745,2434
16746,54986
16747,58286
16748,23962
16749,40917
16750,60321
16751,53435
16752,11976
16753,54892
16754,14665
16755,41636
16756,21965
16757,75709
16758,81513
16759,57252
16760,72399
16761,47296
16762,76573
16763,35668
16764,82107
16765,16236
16766,41747
16767,28998
16768,23209
16769,68588
16770,75054
16771,97105
16772,65327
16773,46763
16774,67504
16775,78224
16776,16455
16777,45528
16778,69127
16779,67976
16780,917
16781,28767
16782,62173
16783,77756
16784,82689
16785,46752
16786,49835
16787,12620
16788,46299
16789,66801
16790,14976
16791,14851
16792,11866
16793,28644
16794,64512
16795,72192
16796,51358
16797,34171
16798,61650
16799,34171
16800,44189
16801,54865
16802,76758
16803,11866
16804,76387
16805,73488
16806,14772
16807,41636
16808,9739
16809,37598
16810,65715
16811,28011
16812,91604
16813,39109
16814,83732
16815,18494
16816,25464
16817,95308
16818,33044
16819,100933
16820,88244
16821,82447
16822,86828
16823,96560
16824,40096
16825,52484
16826,77899
16827,24195
16828,84266
16829,90321
16830,92248
16831,14406
16832,43587
16833,100933
16834,100933
16835,97317
16836,41636
16837,29549
16838,59236
16839,86107
16840,96560
16841,7197
16842,89084
16843,26190
16844,71170
16845,61401
16846,66301
16847,64216
16848,2499
16849,50031
16850,58841
16851,88688
16852,87740
16853,93839
16854,55197
16855,96171
16856,1087
16857,43008
16858,21739
16859,18397
16860,18397
16861,20472
16862,84433
16863,58536
16864,41083
16865,80864
16866,84706
16867,97796
16868,78759
16869,23501
16870,66099
16871,99954
16872,95575
16873,29821
16874,97145
16875,45863
16876,17922
16877,36643
16878,52002
16879,83031
16880,7352
16881,7352
16882,77699
16883,101063
16884,97668
16885,1406
16886,51472
16887,60099
16888,94750
16889,70837
16890,66245
16891,50411
16892,50381
16893,98242
16894,73252
16895,4716
16896,63700
16897,22946
16898,45003
16899,95354
16900,30142
16901,41476
16902,64535
16903,31862
16904,92542
16905,98072
16906,16602
16907,57098
16908,892
16909,18869
16910,61931
16911,12996
16912,19054
16913,64875
16914,39350
16915,92559
16916,67495
16917,84511
16918,51587
16919,63578
16920,7854
16921,14421
16922,9042
16923,92969
16924,51689
16925,37325
16926,90623
16927,70275
16928,99418
16929,99418
16930,70837
16931,25919
16932,56600
16933,88449
16934,63327
16935,53334
16936,71370
16937,73707
16938,10806
16939,69814
16940,68529
16941,66070
16942,100474
16943,74898
16944,70837
16945,3891
16946,43364
16947,2420
16948,2129
16949,50115
16950,59191
16951,79283
16952,72586
16953,78796
16954,68724
16955,2129
16956,25312
16957,99243
16958,30601
16959,36431
16960,38910
16961,25554
16962,100361
16963,50201
16964,89828
16965,82011
16966,64661
16967,48644
16968,40183
16969,93464
16970,41011
16971,85912
16972,93104
16973,34790
16974,43101
16975,20741
16976,29783
16977,95362
16978,61609
16979,9333
16980,94956
16981,66435
16982,40696
16983,40568
16984,89828
16985,54225
16986,22737
16987,7632
16988,14215
16989,10160
16990,58035
16991,97717
16992,18614
16993,25812
16994,8163
16995,25812
16996,89702
16997,4750
16998,82352
16999,36291
17000,54214
17001,81790
17002,7707
17003,86836
17004,5842
17005,63455
17006,59250
17007,70837
17008,38912
17009,93843
17010,95652
17011,12529
17012,2841
17013,58033
17014,51823
17015,49331
17016,30905
17017,97317
17018,8257
17019,44896
17020,57358
17021,102018
17022,91059
17023,91310
17024,38474
17025,20183
17026,50142
17027,95209
17028,77336
17029,52519
17030,52084
17031,57255
17032,2205
17033,84095
17034,44447
17035,44946
17036,75405
17037,78412
17038,92095
17039,13267
17040,59795
17041,35571
17042,20623
17043,2769
17044,83047
17045,75255
17046,3679
17047,13843
17048,18588
17049,22716
17050,42507
17051,36949
17052,39833
17053,96560
17054,37507
17055,3554
17056,38207
17057,32558
17058,22758
17059,75091
17060,75096
17061,78271
17062,100933
17063,72360
17064,53317
17065,41196
17066,50261
17067,70130
17068,21698
17069,21698
17070,21698
17071,21698
17072,7448
17073,46766
17074,7448
17075,7448
17076,101647
17077,62454
17078,71833
17079,13145
17080,43894
17081,69266
17082,37517
17083,35944
17084,80741
17085,67781
17086,57837
17087,58960
17088,67977
17089,46830
17090,19696
17091,22733
17092,64121
17093,56158
17094,49971
17095,45820
17096,62369
17097,12022
17098,43695
17099,44741
17100,73421
17101,41179
17102,41551
17103,19072
17104,60607
17105,6662
17106,2779
17107,87733
17108,6703
17109,41551
17110,59080
17111,70776
17112,59407
17113,62243
17114,44786
17115,2181
17116,6042
17117,64788
17118,67970
17119,53381
17120,61646
17121,8612
17122,70894
17123,40050
17124,67446
17125,91597
17126,17203
17127,5217
17128,22211
17129,89303
17130,68512
17131,16250
17132,59183
17133,70035
17134,34705
17135,30555
17136,62575
17137,48100
17138,36431
17139,90459
17140,68985
17141,19763
17142,83439
17143,72806
17144,45274
17145,87946
17146,33852
17147,75574
17148,16599
17149,60944
17150,36305
17151,87328
17152,94844
17153,95877
17154,36901
17155,45233
17156,28715
17157,64118
17158,61501
17159,84889
17160,22602
17161,59011
17162,38470
17163,63832
17164,66939
17165,4787
17166,73346
17167,37535
17168,9260
17169,49708
17170,44741
17171,88935
17172,33217
17173,33217
17174,91044
17175,93339
17176,57075
17177,62253
17178,67112
17179,31347
17180,44748
17181,52588
17182,48253
17183,48253
17184,19155
17185,62293
17186,15748
17187,94466
17188,27980
17189,25812
17190,39118
17191,41837
17192,56779
17193,56779
17194,56779
17195,56780
17196,56779
17197,56779
17198,56779
17199,4523
17200,44233
17201,5140
17202,97715
17203,83491
17204,73871
17205,27146
17206,4547
17207,39249
17208,48483
17209,6057
17210,14965
17211,74433
17212,4178
17213,12966
17214,28622
17215,37459
17216,20465
17217,45794
17218,67437
17219,63113
17220,2520
17221,53462
17222,9119
17223,43813
17224,9500
17225,86433
17226,46812
17227,87739
17228,93141
17229,45910
17230,61412
17231,44233
17232,45712
17233,4641
17234,50045
17235,83127
17236,73522
17237,2724
17238,8992
17239,34047
17240,4566
17241,99097
17242,59858
17243,61501
17244,99806
17245,45779
17246,12138
17247,22871
17248,65676
17249,30525
17250,91152
17251,1368
17252,14038
17253,42353
17254,25344
17255,20472
17256,42800
17257,13444
17258,19829
17259,93164
17260,28735
17261,100326
17262,82116
17263,56671
17264,64118
17265,81513
17266,101646
17267,84384
17268,25832
17269,17421
17270,60406
17271,1968
17272,47209
17273,68463
17274,63781
17275,60261
17276,43703
17277,17971
17278,88192
17279,727
17280,97908
17281,14110
17282,56444
17283,67560
17284,3479
17285,60503
17286,67977
17287,73303
17288,41393
17289,43710
17290,86458
17291,92248
17292,1173
17293,15746
17294,24947
17295,56102
17296,58232
17297,63270
17298,61742
17299,43623
17300,87648
17301,41308
17302,82661
17303,63317
17304,84653
17305,5240
17306,30525
17307,2436
17308,4634
17309,87663
17310,27318
17311,53874
17312,26866
17313,76555
17314,67989
17315,50586
17316,37104
17317,62241
17318,80728
17319,97744
17320,57389
17321,79685
17322,23571
17323,44006
17324,14421
17325,43261
17326,20423
17327,13350
17328,7315
17329,15479
17330,71008
17331,79865
17332,34899
17333,16625
17334,64980
17335,79297
17336,55090
17337,67770
17338,81513
17339,48690
17340,95759
17341,56268
17342,11313
17343,81053
17344,31650
17345,63697
17346,76879
17347,26084
17348,97414
17349,60286
17350,64132
17351,46293
17352,62951
17353,87418
17354,27620
17355,83197
17356,16981
17357,68716
17358,4180
17359,42688
17360,73843
17361,12486
17362,22048
17363,45935
17364,57599
17365,58361
17366,47623
17367,100399
17368,88049
17369,75251
17370,29079
17371,59777
17372,80050
17373,4566
17374,56927
17375,7320
17376,4566
17377,21963
17378,30465
17379,95529
17380,56322
17381,66891
17382,59164
17383,24931
17384,17268
17385,38663
17386,24156
17387,42216
17388,99614
17389,98291
17390,50430
17391,32164
17392,25143
17393,82180
17394,4498
17395,85634
17396,82110
17397,66504
17398,97908
17399,67716
17400,39597
17401,5155
17402,73151
17403,84466
17404,75617
17405,7155
17406,7155
17407,59403
17408,60944
17409,17545
17410,37517
17411,70580
17412,75220
17413,94466
17414,58286
17415,51823
17416,4156
17417,58033
17418,77912
17419,37152
17420,41482
17421,41482
17422,41482
17423,41482
17424,2191
17425,98662
17426,56842
17427,36801
17428,258
17429,1632
17430,8589
17431,91888
17432,41482
17433,41482
17434,41482
17435,80460
17436,41482
17437,41482
17438,41482
17439,30525
17440,79617
17441,43929
17442,66141
17443,87663
17444,67504
17445,67504
17446,48390
17447,11797
17448,21999
17449,13172
17450,86205
17451,78649
17452,6333
17453,81513
17454,27326
17455,55717
17456,8951
17457,40202
17458,15401
17459,79842
17460,24385
17461,53594
17462,26866
17463,5035
17464,61436
17465,35361
17466,89483
17467,56779
17468,29739
17469,40759
17470,53158
17471,19361
17472,59920
17473,81513
17474,4634
17475,44161
17476,53890
17477,4634
17478,17965
17479,61166
17480,47385
17481,57387
17482,87663
17483,41482
17484,59920
17485,62420
17486,41551
17487,10248
17488,9591
17489,81513
17490,455
17491,100831
17492,95190
17493,22523
17494,43442
17495,96822
17496,28858
17497,10422
17498,83835
17499,52666
17500,64118
17501,59089
17502,101729
17503,58771
17504,4042
17505,23026
17506,48087
17507,65694
17508,62333
17509,51044
17510,92037
17511,71796
17512,76018
17513,11211
17514,44189
17515,46833
17516,21021
17517,23182
17518,36290
17519,83073
17520,24287
17521,4164
17522,87043
17523,73871
17524,19464
17525,68913
17526,33803
17527,82140
17528,48090
17529,34896
17530,13896
17531,11676
17532,11676
17533,11676
17534,4634
17535,4634
17536,4634
17537,29047
17538,30564
17539,26921
17540,60287
17541,24888
17542,21622
17543,68989
17544,68989
17545,67504
17546,83569
17547,13608
17548,60602
17549,7128
17550,24761
17551,55849
17552,41645
17553,57387
17554,8503
17555,4634
17556,30564
17557,39253
17558,9632
17559,44613
17560,57007
17561,17316
17562,54795
17563,8376
17564,51382
17565,51382
17566,57807
17567,46763
17568,21142
17569,16207
17570,14662
17571,90488
17572,47543
17573,56410
17574,5755
17575,4634
17576,44006
17577,8906
17578,73871
17579,4634
17580,29187
17581,29187
17582,63199
17583,18465
17584,53476
17585,9296
17586,9296
17587,43834
17588,80705
17589,4634
17590,15221
17591,4634
17592,56185
17593,86974
17594,76651
17595,92103
17596,79763
17597,70173
17598,32644
17599,2578
17600,100740
17601,6691
17602,72103
17603,76565
17604,66699
17605,12645
17606,76565
17607,66699
17608,55407
17609,55407
17610,66302
17611,6169
17612,82689
17613,57851
17614,25386
17615,45215
17616,93472
17617,66470
17618,54196
17619,54196
17620,64512
17621,54572
17622,56600
17623,52360
17624,41482
17625,17786
17626,4156
17627,97286
17628,45869
17629,85928
17630,35868
17631,84178
17632,75574
17633,99097
17634,53443
17635,44162
17636,44162
17637,44162
17638,11866
17639,100332
17640,8035
17641,24257
17642,88935
17643,75380
17644,4634
17645,44071
17646,28176
17647,88997
17648,15528
17649,4634
17650,6782
17651,42811
17652,15741
17653,24909
17654,6619
17655,78373
17656,4330
17657,3899
17658,7446
17659,46303
17660,98468
17661,13311
17662,73421
17663,61900
17664,13563
17665,15103
17666,73347
17667,94018
17668,94018
17669,94340
17670,63932
17671,3858
17672,46671
17673,90686
17674,64729
17675,73347
17676,98071
17677,25605
17678,99146
17679,73347
17680,65475
17681,65475
17682,17285
17683,7358
17684,7358
17685,27084
17686,47099
17687,22719
17688,5258
17689,82635
17690,52117
17691,656
17692,39630
17693,96337
17694,91195
17695,73347
17696,89785
17697,63740
17698,93750
17699,18537
17700,19361
17701,34626
17702,20323
17703,67252
17704,41608
17705,76866
17706,6782
17707,34047
17708,46181
17709,32598
17710,6443
17711,44741
17712,27091
17713,75252
17714,4566
17715,19596
17716,4566
17717,19596
17718,9685
17719,90488
17720,18888
17721,8940
17722,58997
17723,81513
17724,37420
17725,95719
17726,27222
17727,101645
17728,53288
17729,97447
17730,12794
17731,40019
17732,50844
17733,28205
17734,30680
17735,28868
17736,40019
17737,25998
17738,92948
17739,61044
17740,37259
17741,59049
17742,52851
17743,63850
17744,70327
17745,30574
17746,40019
17747,40019
17748,2408
17749,2008
17750,10858
17751,50766
17752,36459
17753,63058
17754,40302
17755,6515
17756,39739
17757,40003
17758,72734
17759,78338
17760,80263
17761,40019
17762,97232
17763,5523
17764,29853
17765,61280
17766,12317
17767,40003
17768,52755
17769,74233
17770,76584
17771,57023
17772,15383
17773,40019
17774,37566
17775,72918
17776,40635
17777,434
17778,30709
17779,7988
17780,97232
17781,12574
17782,2251
17783,80677
17784,40019
17785,40003
17786,57022
17787,79409
17788,52755
17789,96425
17790,69946
17791,76499
17792,50780
17793,40357
17794,74045
17795,97208
17796,53655
17797,48392
17798,60901
17799,57744
17800,5698
17801,60910
17802,49864
17803,57022
17804,72035
17805,80479
17806,66955
17807,26934
17808,95006
17809,10976
17810,51768
17811,92257
17812,1087
17813,99505
17814,5829
17815,28635
17816,37621
17817,31052
17818,66791
17819,30675
17820,91195
17821,28635
17822,29807
17823,60910
17824,5815
17825,32532
17826,67100
17827,80204
17828,5789
17829,50850
17830,60910
17831,81306
17832,61077
17833,6813
17834,61306
17835,37050
17836,51457
17837,81306
17838,34766
17839,78726
17840,72189
17841,5815
17842,60910
17843,76721
17844,73435
17845,58081
17846,57471
17847,50110
17848,25789
17849,8589
17850,48708
17851,48708
17852,22758
17853,22758
17854,22758
17855,89594
17856,17328
17857,8666
17858,35095
17859,40003
17860,7448
17861,54733
17862,89043
17863,68097
17864,68097
17865,59744
17866,74661
17867,74661
17868,71687
17869,89402
17870,69687
17871,89402
17872,89402
17873,89402
17874,21704
17875,81061
17876,13951
17877,599
17878,72294
17879,72294
17880,72294
17881,89402
17882,2173
17883,22164
17884,36248
17885,41607
17886,62058
17887,52360
17888,72369
17889,27080
17890,58286
17891,6008
17892,96759
17893,2478
17894,89485
17895,54011
17896,58286
17897,80613
17898,10182
17899,17302
17900,23340
17901,93655
17902,25764
17903,56842
17904,582
17905,2436
17906,96394
17907,40803
17908,29727
17909,40611
17910,502
17911,91263
17912,27251
17913,40698
17914,51329
17915,247
17916,43253
17917,16575
17918,43086
17919,90444
17920,64216
17921,98431
17922,76921
17923,51573
17924,76929
17925,24976
17926,15656
17927,63804
17928,81215
17929,68989
17930,80613
17931,64937
17932,2027
17933,72192
17934,85855
17935,727
17936,25111
17937,78678
17938,54865
17939,74581
17940,40679
17941,75674
17942,57351
17943,89130
17944,51573
17945,98992
17946,82176
17947,25356
17948,25356
17949,27080
17950,27080
17951,77899
17952,92067
17953,34308
17954,18766
17955,26037
17956,94508
17957,78883
17958,78883
17959,29105
17960,68529
17961,63775
17962,62210
17963,62210
17964,63775
17965,2515
17966,13139
17967,42822
17968,20714
17969,52178
17970,39862
17971,94559
17972,48372
17973,22025
17974,52529
17975,31136
17976,102020
17977,10966
17978,46510
17979,48815
17980,29821
17981,101255
17982,50228
17983,89489
17984,80857
17985,12574
17986,40003
17987,84285
17988,31136
17989,88477
17990,70233
17991,2527
17992,43381
17993,76425
17994,70233
17995,70233
17996,88477
17997,88477
17998,40906
17999,77685
18000,70233
18001,74332
18002,-5706
18003,53299
18004,36316
18005,2473
18006,37792
18007,80479
18008,37327
18009,98992
18010,30812
18011,72173
18012,5106
18013,34461
18014,19597
18015,52922
18016,87648
18017,53341
18018,28067
18019,15033
18020,97813
18021,26566
18022,57441
18023,14130
18024,95985
18025,909
18026,85775
18027,5051
18028,87648
18029,59662
18030,16514
18031,45870
18032,51891
18033,47341
18034,44178
18035,56593
18036,7285
18037,16514
18038,87648
18039,13240
18040,27096
18041,47341
18042,87648
18043,76582
18044,13240
18045,13240
18046,26566
18047,26566
18048,82636
18049,9022
18050,75177
18051,72316
18052,91891
18053,56476
18054,14005
18055,87648
18056,87648
18057,46693
18058,54132
18059,67275
18060,5342
18061,71668
18062,14987
18063,14005
18064,47341
18065,74645
18066,89123
18067,74636
18068,87274
18069,84655
18070,70312
18071,95948
18072,86865
18073,57510
18074,47131
18075,71176
18076,52198
18077,66603
18078,42075
18079,59639
18080,14005
18081,70734
18082,99430
18083,17669
18084,3069
18085,5342
18086,59502
18087,66170
18088,55525
18089,44006
18090,47341
18091,28154
18092,22966
18093,71183
18094,14033
18095,95948
18096,56379
18097,28154
18098,74642
18099,93131
18100,78627
18101,57788
18102,27371
18103,87648
18104,7358
18105,12968
18106,88873
18107,9271
18108,93131
18109,5217
18110,42416
18111,66605
18112,44006
18113,58120
18114,17307
18115,53608
18116,16453
18117,72899
18118,54311
18119,26668
18120,18142
18121,16514
18122,52922
18123,10193
18124,71668
18125,54311
18126,67690
18127,7358
18128,8098
18129,44207
18130,93065
18131,98359
18132,15637
18133,79889
18134,7600
18135,10958
18136,80847
18137,99430
18138,68877
18139,90215
18140,74839
18141,93131
18142,32175
18143,51920
18144,46693
18145,53576
18146,72316
18147,66639
18148,98078
18149,87100
18150,68877
18151,13962
18152,57788
18153,76994
18154,13452
18155,87739
18156,57834
18157,69245
18158,3116
18159,21919
18160,84386
18161,18979
18162,3432
18163,7358
18164,74645
18165,44709
18166,74856
18167,87648
18168,15033
18169,58128
18170,94329
18171,87655
18172,32175
18173,7285
18174,66638
18175,13908
18176,54311
18177,52117
18178,54474
18179,87739
18180,3570
18181,19651
18182,54311
18183,16514
18184,13728
18185,84655
18186,13845
18187,87648
18188,87655
18189,13772
18190,88195
18191,66639
18192,59750
18193,5140
18194,44006
18195,93131
18196,56593
18197,23995
18198,51920
18199,63533
18200,63533
18201,46431
18202,75718
18203,58872
18204,13274
18205,52922
18206,71710
18207,5124
18208,29965
18209,7285
18210,62599
18211,56593
18212,21894
18213,87648
18214,73069
18215,59391
18216,47131
18217,53912
18218,21417
18219,16514
18220,61480
18221,6754
18222,66638
